experiment,cell_id,n,p,q,alpha,kappa,theta,hetero,B,pred_wall_h,pred_ram_gb,placement,notebook_id,local_eligible
phase3_decisive_grid,a0.5_k2.0_none_p1_th0.18,1000,1,500,0.5,2.0,0.18,none,400,0.08233333333333333,0.46129186153411866,NOTEBOOK,NB10,YES
phase3_decisive_grid,a0.5_k2.0_none_p1_th0.28,1000,1,500,0.5,2.0,0.28,none,400,0.08233333333333333,0.46129186153411866,NOTEBOOK,NB10,YES
phase3_decisive_grid,a0.5_k2.0_none_p1_th0.4,1000,1,500,0.5,2.0,0.4,none,400,0.08233333333333333,0.46129186153411866,NOTEBOOK,NB07,YES
phase3_decisive_grid,a0.5_k2.0_none_p1_th0.55,1000,1,500,0.5,2.0,0.55,none,400,0.08233333333333333,0.46129186153411866,NOTEBOOK,NB06,YES
phase3_decisive_grid,a0.5_k2.0_none_p1_th0.72,1000,1,500,0.5,2.0,0.72,none,400,0.08233333333333333,0.46129186153411866,NOTEBOOK,NB02,YES
phase3_decisive_grid,a0.5_k2.0_none_p1_th0.88,1000,1,500,0.5,2.0,0.88,none,400,0.08233333333333333,0.46129186153411866,NOTEBOOK,NB01,YES
phase3_decisive_grid,a0.5_k2.0_none_p5_th0.05,2000,5,1000,0.5,2.0,0.05,none,400,0.21511111111111111,1.2482966899871826,NOTEBOOK,NB10,YES
phase3_decisive_grid,a0.5_k2.0_none_p5_th0.1,2000,5,1000,0.5,2.0,0.1,none,400,0.21511111111111111,1.2482966899871826,NOTEBOOK,NB10,YES
phase3_decisive_grid,a0.5_k2.0_none_p5_th0.18,2000,5,1000,0.5,2.0,0.18,none,400,0.21511111111111111,1.2482966899871826,NOTEBOOK,NB10,YES
phase3_decisive_grid,a0.5_k2.0_none_p5_th0.28,2000,5,1000,0.5,2.0,0.28,none,400,0.21511111111111111,1.2482966899871826,NOTEBOOK,NB10,YES
phase3_decisive_grid,a0.5_k2.0_none_p5_th0.4,2000,5,1000,0.5,2.0,0.4,none,400,0.21511111111111111,1.2482966899871826,NOTEBOOK,NB10,YES
phase3_decisive_grid,a0.5_k2.0_none_p5_th0.55,2000,5,1000,0.5,2.0,0.55,none,400,0.21511111111111111,1.2482966899871826,NOTEBOOK,NB10,YES
phase3_decisive_grid,a0.5_k2.0_none_p5_th0.72,2000,5,1000,0.5,2.0,0.72,none,400,0.21511111111111111,1.2482966899871826,NOTEBOOK,NB10,YES
phase3_decisive_grid,a0.5_k2.0_none_p5_th0.88,2000,5,1000,0.5,2.0,0.88,none,400,0.21511111111111111,1.2482966899871826,NOTEBOOK,NB10,YES
phase3_decisive_grid,a0.7_k0.5_none_p1_th0.05,1000,1,699,0.7,0.5,0.05,none,400,0.11870611111111112,0.5650784492492675,NOTEBOOK,NB09,YES
phase3_decisive_grid,a0.7_k0.5_none_p1_th0.1,1000,1,699,0.7,0.5,0.1,none,400,0.11870611111111112,0.5650784492492675,NOTEBOOK,NB09,YES
phase3_decisive_grid,a0.7_k0.5_none_p1_th0.18,1000,1,699,0.7,0.5,0.18,none,400,0.11870611111111112,0.5650784492492675,NOTEBOOK,NB09,YES
phase3_decisive_grid,a0.7_k0.5_none_p1_th0.28,1000,1,699,0.7,0.5,0.28,none,400,0.11870611111111112,0.5650784492492675,NOTEBOOK,NB09,YES
phase3_decisive_grid,a0.7_k0.5_none_p1_th0.4,1000,1,699,0.7,0.5,0.4,none,400,0.11870611111111112,0.5650784492492675,NOTEBOOK,NB09,YES
phase3_decisive_grid,a0.7_k0.5_none_p1_th0.55,1000,1,699,0.7,0.5,0.55,none,400,0.11870611111111112,0.5650784492492675,NOTEBOOK,NB09,YES
phase3_decisive_grid,a0.7_k0.5_none_p1_th0.72,1000,1,699,0.7,0.5,0.72,none,400,0.11870611111111112,0.5650784492492675,NOTEBOOK,NB09,YES
phase3_decisive_grid,a0.7_k0.5_none_p1_th0.88,1000,1,699,0.7,0.5,0.88,none,400,0.11870611111111112,0.5650784492492675,NOTEBOOK,NB09,YES
phase3_decisive_grid,a0.7_k0.5_none_p5_th0.05,2000,5,1399,0.7,0.5,0.05,none,400,0.4771211111111111,1.6644861221313476,NOTEBOOK,NB09,YES
phase3_decisive_grid,a0.7_k0.5_none_p5_th0.1,2000,5,1399,0.7,0.5,0.1,none,400,0.4771211111111111,1.6644861221313476,NOTEBOOK,NB09,YES
phase3_decisive_grid,a0.7_k0.5_none_p5_th0.18,2000,5,1399,0.7,0.5,0.18,none,400,0.4771211111111111,1.6644861221313476,NOTEBOOK,NB09,YES
phase3_decisive_grid,a0.7_k0.5_none_p5_th0.28,2000,5,1399,0.7,0.5,0.28,none,400,0.4771211111111111,1.6644861221313476,NOTEBOOK,NB09,YES
phase3_decisive_grid,a0.7_k0.5_none_p5_th0.4,2000,5,1399,0.7,0.5,0.4,none,400,0.4771211111111111,1.6644861221313476,NOTEBOOK,NB09,YES
phase3_decisive_grid,a0.7_k0.5_none_p5_th0.55,2000,5,1399,0.7,0.5,0.55,none,400,0.4771211111111111,1.6644861221313476,NOTEBOOK,NB09,YES
phase3_decisive_grid,a0.7_k0.5_none_p5_th0.72,2000,5,1399,0.7,0.5,0.72,none,400,0.4771211111111111,1.6644861221313476,NOTEBOOK,NB09,YES
phase3_decisive_grid,a0.7_k0.5_none_p5_th0.88,2000,5,1399,0.7,0.5,0.88,none,400,0.4771211111111111,1.6644861221313476,NOTEBOOK,NB09,YES
phase3_decisive_grid,a0.7_k2.0_none_p1_th0.05,1000,1,699,0.7,2.0,0.05,none,400,0.11870611111111112,0.5650784492492675,NOTEBOOK,NB09,YES
phase3_decisive_grid,a0.7_k2.0_none_p1_th0.1,1000,1,699,0.7,2.0,0.1,none,400,0.11870611111111112,0.5650784492492675,NOTEBOOK,NB09,YES
phase3_decisive_grid,a0.7_k2.0_none_p1_th0.18,1000,1,699,0.7,2.0,0.18,none,400,0.11870611111111112,0.5650784492492675,NOTEBOOK,NB09,YES
phase3_decisive_grid,a0.7_k2.0_none_p1_th0.28,1000,1,699,0.7,2.0,0.28,none,400,0.11870611111111112,0.5650784492492675,NOTEBOOK,NB09,YES
phase3_decisive_grid,a0.7_k2.0_none_p1_th0.4,1000,1,699,0.7,2.0,0.4,none,400,0.11870611111111112,0.5650784492492675,NOTEBOOK,NB09,YES
phase3_decisive_grid,a0.7_k2.0_none_p1_th0.55,1000,1,699,0.7,2.0,0.55,none,400,0.11870611111111112,0.5650784492492675,NOTEBOOK,NB09,YES
phase3_decisive_grid,a0.7_k2.0_none_p1_th0.72,1000,1,699,0.7,2.0,0.72,none,400,0.11870611111111112,0.5650784492492675,NOTEBOOK,NB08,YES
phase3_decisive_grid,a0.7_k2.0_none_p1_th0.88,1000,1,699,0.7,2.0,0.88,none,400,0.11870611111111112,0.5650784492492675,NOTEBOOK,NB08,YES
phase3_decisive_grid,a0.7_k2.0_none_p5_th0.05,2000,5,1399,0.7,2.0,0.05,none,400,0.4771211111111111,1.6644861221313476,NOTEBOOK,NB09,YES
phase3_decisive_grid,a0.7_k2.0_none_p5_th0.1,2000,5,1399,0.7,2.0,0.1,none,400,0.4771211111111111,1.6644861221313476,NOTEBOOK,NB08,YES
phase3_decisive_grid,a0.7_k2.0_none_p5_th0.18,2000,5,1399,0.7,2.0,0.18,none,400,0.4771211111111111,1.6644861221313476,NOTEBOOK,NB08,YES
phase3_decisive_grid,a0.7_k2.0_none_p5_th0.28,2000,5,1399,0.7,2.0,0.28,none,400,0.4771211111111111,1.6644861221313476,NOTEBOOK,NB08,YES
phase3_decisive_grid,a0.7_k2.0_none_p5_th0.4,2000,5,1399,0.7,2.0,0.4,none,400,0.4771211111111111,1.6644861221313476,NOTEBOOK,NB08,YES
phase3_decisive_grid,a0.7_k2.0_none_p5_th0.55,2000,5,1399,0.7,2.0,0.55,none,400,0.4771211111111111,1.6644861221313476,NOTEBOOK,NB08,YES
phase3_decisive_grid,a0.7_k2.0_none_p5_th0.72,2000,5,1399,0.7,2.0,0.72,none,400,0.4771211111111111,1.6644861221313476,NOTEBOOK,NB08,YES
phase3_decisive_grid,a0.7_k2.0_none_p5_th0.88,2000,5,1399,0.7,2.0,0.88,none,400,0.4771211111111111,1.6644861221313476,NOTEBOOK,NB08,YES
phase3_decisive_grid,a0.9_k0.5_none_p1_th0.05,1000,1,899,0.9,0.5,0.05,none,400,0.16642777777777779,0.6693865776062011,NOTEBOOK,NB08,YES
phase3_decisive_grid,a0.9_k0.5_none_p1_th0.1,1000,1,899,0.9,0.5,0.1,none,400,0.16642777777777779,0.6693865776062011,NOTEBOOK,NB08,YES
phase3_decisive_grid,a0.9_k0.5_none_p1_th0.18,1000,1,899,0.9,0.5,0.18,none,400,0.16642777777777779,0.6693865776062011,NOTEBOOK,NB08,YES
phase3_decisive_grid,a0.9_k0.5_none_p1_th0.28,1000,1,899,0.9,0.5,0.28,none,400,0.16642777777777779,0.6693865776062011,NOTEBOOK,NB07,YES
phase3_decisive_grid,a0.9_k0.5_none_p1_th0.4,1000,1,899,0.9,0.5,0.4,none,400,0.16642777777777779,0.6693865776062011,NOTEBOOK,NB07,YES
phase3_decisive_grid,a0.9_k0.5_none_p1_th0.55,1000,1,899,0.9,0.5,0.55,none,400,0.16642777777777779,0.6693865776062011,NOTEBOOK,NB06,YES
phase3_decisive_grid,a0.9_k0.5_none_p1_th0.72,1000,1,899,0.9,0.5,0.72,none,400,0.16642777777777779,0.6693865776062011,NOTEBOOK,NB06,YES
phase3_decisive_grid,a0.9_k0.5_none_p1_th0.88,1000,1,899,0.9,0.5,0.88,none,400,0.16642777777777779,0.6693865776062011,NOTEBOOK,NB05,YES
phase3_decisive_grid,a0.9_k0.5_none_p5_th0.05,2000,5,1799,0.9,0.5,0.05,none,400,0.9306427777777776,2.081718635559082,NOTEBOOK,NB08,YES
phase3_decisive_grid,a0.9_k0.5_none_p5_th0.1,2000,5,1799,0.9,0.5,0.1,none,400,0.9306427777777776,2.081718635559082,NOTEBOOK,NB08,YES
phase3_decisive_grid,a0.9_k0.5_none_p5_th0.18,2000,5,1799,0.9,0.5,0.18,none,400,0.9306427777777776,2.081718635559082,NOTEBOOK,NB07,YES
phase3_decisive_grid,a0.9_k0.5_none_p5_th0.28,2000,5,1799,0.9,0.5,0.28,none,400,0.9306427777777776,2.081718635559082,NOTEBOOK,NB07,YES
phase3_decisive_grid,a0.9_k0.5_none_p5_th0.4,2000,5,1799,0.9,0.5,0.4,none,400,0.9306427777777776,2.081718635559082,NOTEBOOK,NB07,YES
phase3_decisive_grid,a0.9_k0.5_none_p5_th0.55,2000,5,1799,0.9,0.5,0.55,none,400,0.9306427777777776,2.081718635559082,NOTEBOOK,NB07,YES
phase3_decisive_grid,a0.9_k0.5_none_p5_th0.72,2000,5,1799,0.9,0.5,0.72,none,400,0.9306427777777776,2.081718635559082,NOTEBOOK,NB07,YES
phase3_decisive_grid,a0.9_k0.5_none_p5_th0.88,2000,5,1799,0.9,0.5,0.88,none,400,0.9306427777777776,2.081718635559082,NOTEBOOK,NB07,YES
phase3_decisive_grid,a0.9_k2.0_none_p1_th0.05,1000,1,899,0.9,2.0,0.05,none,400,0.16642777777777779,0.6693865776062011,NOTEBOOK,NB05,YES
phase3_decisive_grid,a0.9_k2.0_none_p1_th0.1,1000,1,899,0.9,2.0,0.1,none,400,0.16642777777777779,0.6693865776062011,NOTEBOOK,NB04,YES
phase3_decisive_grid,a0.9_k2.0_none_p1_th0.18,1000,1,899,0.9,2.0,0.18,none,400,0.16642777777777779,0.6693865776062011,NOTEBOOK,NB04,YES
phase3_decisive_grid,a0.9_k2.0_none_p1_th0.28,1000,1,899,0.9,2.0,0.28,none,400,0.16642777777777779,0.6693865776062011,NOTEBOOK,NB04,YES
phase3_decisive_grid,a0.9_k2.0_none_p1_th0.4,1000,1,899,0.9,2.0,0.4,none,400,0.16642777777777779,0.6693865776062011,NOTEBOOK,NB04,YES
phase3_decisive_grid,a0.9_k2.0_none_p1_th0.55,1000,1,899,0.9,2.0,0.55,none,400,0.16642777777777779,0.6693865776062011,NOTEBOOK,NB03,YES
phase3_decisive_grid,a0.9_k2.0_none_p1_th0.72,1000,1,899,0.9,2.0,0.72,none,400,0.16642777777777779,0.6693865776062011,NOTEBOOK,NB03,YES
phase3_decisive_grid,a0.9_k2.0_none_p1_th0.88,1000,1,899,0.9,2.0,0.88,none,400,0.16642777777777779,0.6693865776062011,NOTEBOOK,NB03,YES
phase3_decisive_grid,a0.9_k2.0_none_p5_th0.05,2000,5,1799,0.9,2.0,0.05,none,400,0.9306427777777776,2.081718635559082,NOTEBOOK,NB06,YES
phase3_decisive_grid,a0.9_k2.0_none_p5_th0.1,2000,5,1799,0.9,2.0,0.1,none,400,0.9306427777777776,2.081718635559082,NOTEBOOK,NB06,YES
phase3_decisive_grid,a0.9_k2.0_none_p5_th0.18,2000,5,1799,0.9,2.0,0.18,none,400,0.9306427777777776,2.081718635559082,NOTEBOOK,NB06,YES
phase3_decisive_grid,a0.9_k2.0_none_p5_th0.28,2000,5,1799,0.9,2.0,0.28,none,400,0.9306427777777776,2.081718635559082,NOTEBOOK,NB06,YES
phase3_decisive_grid,a0.9_k2.0_none_p5_th0.4,2000,5,1799,0.9,2.0,0.4,none,400,0.9306427777777776,2.081718635559082,NOTEBOOK,NB06,YES
phase3_decisive_grid,a0.9_k2.0_none_p5_th0.55,2000,5,1799,0.9,2.0,0.55,none,400,0.9306427777777776,2.081718635559082,NOTEBOOK,NB06,YES
phase3_decisive_grid,a0.9_k2.0_none_p5_th0.72,2000,5,1799,0.9,2.0,0.72,none,400,0.9306427777777776,2.081718635559082,NOTEBOOK,NB05,YES
phase3_decisive_grid,a0.9_k2.0_none_p5_th0.88,2000,5,1799,0.9,2.0,0.88,none,400,0.9306427777777776,2.081718635559082,NOTEBOOK,NB05,YES
phase3_robustness,hetero_mild_p1,1000,1,500,0.5,,,hetero_mild,4000,0.15253968253968253,0.4,NOTEBOOK,NB03,YES
phase3_robustness,hetero_mild_p1_patch,1000,1,500,0.5,,,hetero_mild+wild_boot,250,0.9438392857142857,0.4,NOTEBOOK,NB05,YES
phase3_robustness,hetero_severe_p1,1000,1,500,0.5,,,hetero_severe,4000,0.15253968253968253,0.4,NOTEBOOK,NB02,YES
phase3_robustness,hetero_severe_p1_patch,1000,1,500,0.5,,,hetero_severe+wild_boot,250,0.9438392857142857,0.4,NOTEBOOK,NB05,YES
phase3_robustness,heavy_v_p1,1000,1,500,0.5,,,heavy_v,4000,0.15253968253968253,0.4,NOTEBOOK,NB02,YES
phase3_robustness,heavy_eps_p1,1000,1,500,0.5,,,heavy_eps,4000,0.15253968253968253,0.4,NOTEBOOK,NB02,YES
phase3_robustness,clustered_p1,1000,1,500,0.5,,,clustered,4000,0.15253968253968253,0.4,NOTEBOOK,NB02,YES
phase3_robustness,hetero_mild_p5,1000,5,500,0.5,,,hetero_mild,4000,0.15253968253968253,0.4,NOTEBOOK,NB01,YES
phase3_robustness,hetero_mild_p5_patch,1000,5,500,0.5,,,hetero_mild+wild_boot,250,0.9438392857142857,0.4,NOTEBOOK,NB05,YES
phase3_robustness,hetero_severe_p5,1000,5,500,0.5,,,hetero_severe,4000,0.15253968253968253,0.4,NOTEBOOK,NB01,YES
phase3_robustness,hetero_severe_p5_patch,1000,5,500,0.5,,,hetero_severe+wild_boot,250,0.9438392857142857,0.4,NOTEBOOK,NB05,YES
phase3_robustness,heavy_v_p5,1000,5,500,0.5,,,heavy_v,4000,0.15253968253968253,0.4,NOTEBOOK,NB01,YES
phase3_robustness,heavy_eps_p5,1000,5,500,0.5,,,heavy_eps,4000,0.15253968253968253,0.4,NOTEBOOK,NB01,YES
phase3_robustness,clustered_p5,1000,5,500,0.5,,,clustered,4000,0.15253968253968253,0.4,NOTEBOOK,NB00,YES
phase3_scaling,scaling_suite,,,,,,,,,0.5,3.0,NOTEBOOK,NB00,YES
